TimeUS,time_s,instance,lat_deg,lon_deg,alt_m,speed_mps,vz_mps,status,nsats,hdop,seg_m,cum_dist_m,gps_dt_s,east_m,north_m,up_m
58614626,7.8,0,-35.3632649,149.1652374,584.85,0.0,0.0,6,10,1.21,0.0,0.0,0.20000000000000018,-0.0,0.0,0.0
58814626,8.0,0,-35.3632649,149.1652374,584.85,0.0,0.0,6,10,1.21,0.0,0.0,0.20000000000000018,-0.0,0.0,0.0
59014626,8.2,0,-35.3632649,149.1652374,584.85,0.0,0.0,6,10,1.21,0.0,0.0,0.1999999999999993,-0.0,0.0,0.0
59214626,8.4,0,-35.3632649,149.1652374,584.85,0.0,0.0,6,10,1.21,0.0,0.0,0.20000000000000107,-0.0,0.0,0.0
59414626,8.6,0,-35.3632649,149.1652374,584.85,0.0,0.0,6,10,1.21,0.0,0.0,0.1999999999999993,-0.0,0.0,0.0
59614626,8.8,0,-35.3632649,149.1652374,584.85,0.0,0.0,6,10,1.21,0.0,0.0,0.20000000000000107,-0.0,0.0,0.0
59814626,9.0,0,-35.3632649,149.1652374,584.85,0.0,0.0,6,10,1.21,0.0,0.0,0.1999999999999993,-0.0,0.0,0.0
60014626,9.2,0,-35.3632649,149.1652374,584.85,0.0020000000949949026,0.0,6,10,1.21,0.0,0.0,0.1999999999999993,-0.0,0.0,0.0
60214626,9.4,0,-35.3632649,149.1652374,584.85,0.0020000000949949026,0.0,6,10,1.21,0.0,0.0,0.20000000000000107,-0.0,0.0,0.0
60414626,9.6,0,-35.3632649,149.1652374,584.85,0.0,0.0,6,10,1.21,0.0,0.0,0.1999999999999993,-0.0,0.0,0.0
60614626,9.8,0,-35.3632649,149.1652374,584.85,0.0,0.0,6,10,1.21,0.0,0.0,0.20000000000000107,-0.0,0.0,0.0
60814626,10.0,0,-35.3632649,149.1652374,584.85,0.0,0.0,6,10,1.21,0.0,0.0,0.1999999999999993,-0.0,0.0,0.0
61014626,10.2,0,-35.3632649,149.1652374,584.85,0.0,0.0,6,10,1.21,0.0,0.0,0.1999999999999993,-0.0,0.0,0.0
61214626,10.4,0,-35.3632649,149.1652374,584.85,0.0,0.0,6,10,1.21,0.0,0.0,0.20000000000000107,-0.0,0.0,0.0
61414626,10.6,0,-35.3632649,149.1652374,584.85,0.0,0.0,6,10,1.21,0.0,0.0,0.1999999999999993,-0.0,0.0,0.0
61614626,10.8,0,-35.3632649,149.1652374,584.85,0.0,0.0,6,10,1.21,0.0,0.0,0.20000000000000107,-0.0,0.0,0.0
61814626,11.0,0,-35.3632649,149.1652374,584.85,0.0,0.0,6,10,1.21,0.0,0.0,0.1999999999999993,-0.0,0.0,0.0
62014626,11.2,0,-35.3632649,149.1652374,584.85,0.0,0.0,6,10,1.21,0.0,0.0,0.1999999999999993,-0.0,0.0,0.0
62214626,11.4,0,-35.3632649,149.1652374,584.85,0.0,0.0,6,10,1.21,0.0,0.0,0.20000000000000107,-0.0,0.0,0.0
62414626,11.6,0,-35.3632649,149.1652374,584.85,0.0,0.0,6,10,1.21,0.0,0.0,0.1999999999999993,-0.0,0.0,0.0
62614626,11.8,0,-35.3632649,149.1652374,584.85,0.0,0.0,6,10,1.21,0.0,0.0,0.20000000000000107,-0.0,0.0,0.0
62814626,12.0,0,-35.3632649,149.1652374,584.85,0.0,0.0,6,10,1.21,0.0,0.0,0.1999999999999993,-0.0,0.0,0.0
63014626,12.2,0,-35.3632649,149.1652374,584.85,0.0,0.0,6,10,1.21,0.0,0.0,0.1999999999999993,-0.0,0.0,0.0
63214626,12.4,0,-35.3632649,149.1652374,584.85,0.0,0.0,6,10,1.21,0.0,0.0,0.20000000000000107,-0.0,0.0,0.0
63414626,12.6,0,-35.3632649,149.1652374,584.85,0.0,0.0,6,10,1.21,0.0,0.0,0.1999999999999993,-0.0,0.0,0.0
63614626,12.8,0,-35.3632649,149.1652374,584.85,0.0,0.0,6,10,1.21,0.0,0.0,0.20000000000000107,-0.0,0.0,0.0
63814626,13.0,0,-35.3632649,149.1652374,584.85,0.0,0.0,6,10,1.21,0.0,0.0,0.1999999999999993,-0.0,0.0,0.0
64014618,13.199992,0,-35.3632649,149.1652374,584.85,0.0020000000949949026,0.0,6,10,1.21,0.0,0.0,0.19999199999999995,-0.0,0.0,0.0
64214551,13.399925,0,-35.3632649,149.1652374,584.85,0.0020000000949949026,0.0,6,10,1.21,0.0,0.0,0.1999329999999997,-0.0,0.0,0.0
64414484,13.599858,0,-35.3632649,149.1652374,584.85,0.0,0.0,6,10,1.21,0.0,0.0,0.1999329999999997,-0.0,0.0,0.0
64614417,13.799791,0,-35.3632649,149.1652374,584.85,0.0,0.0,6,10,1.21,0.0,0.0,0.19993300000000147,-0.0,0.0,0.0
64814349,13.999723,0,-35.3632649,149.1652374,584.85,0.0,0.0,6,10,1.21,0.0,0.0,0.19993199999999867,-0.0,0.0,0.0
65014282,14.199656,0,-35.3632649,149.1652374,584.85,0.0,0.0,6,10,1.21,0.0,0.0,0.1999329999999997,-0.0,0.0,0.0
65214215,14.399589,0,-35.3632649,149.1652374,584.85,0.0,0.0,6,10,1.21,0.0,0.0,0.19993300000000147,-0.0,0.0,0.0
65414148,14.599522,0,-35.3632649,149.1652374,584.85,0.0,0.0,6,10,1.21,0.0,0.0,0.1999329999999997,-0.0,0.0,0.0
